forecast_datetime_utc,temperature,dewpoint,cloudcover_high,cloudcover_low,cloudcover_mid,cloudcover_total,10_metre_u_wind_component,10_metre_v_wind_component,direct_solar_radiation,surface_solar_radiation_downwards,snowfall,total_precipitation
2021-09-01 00:00:00,13.062974548339868,10.690589250837078,0.2923742021833147,0.18344688415527344,0.062129701886858256,0.4409050767696629,1.9598275593348913,-5.292196410042899,0.0,0.0,0.0,0.0
2021-09-01 01:00:00,12.963464355468775,10.582913425990538,0.2718245642525809,0.1781599862234933,0.08248601640973773,0.4274188450404576,2.135920907769884,-5.392188208443778,0.0,0.0,0.0,8.141089762960161e-07
2021-09-01 02:00:00,12.83280879429411,10.45510362897603,0.2550487518310547,0.1538846152169364,0.09847981589181083,0.4082720620291574,2.295792127826384,-5.488858086722238,0.0,0.0,0.0,6.782689264842443e-07
2021-09-01 03:00:00,12.867699105399021,10.403001403808618,0.2718696594238281,0.14120946611676896,0.10089983258928571,0.42577828518239713,2.4144175052642822,-5.532232557024274,55.96178571428572,9.927204706101191,0.0,1.3336539268493652e-06
2021-09-01 04:00:00,13.339923749651252,10.518761117117771,0.24837589263916016,0.12208407265799386,0.08537428719656807,0.37872137342180523,2.533944164003645,-5.63284546988351,247.38390128968254,81.92853934151786,0.0,1.3714390141623362e-06
2021-09-01 05:00:00,13.839052908761186,10.37091435023719,0.29250008719308035,0.16106115068708146,0.08057022094726562,0.45119803292410715,2.631378097193582,-6.1758270263671875,423.629816468254,193.11173859126984,0.0,8.512022239819989e-06
2021-09-01 06:00:00,14.283975764683337,10.079497637067547,0.339958735874721,0.1749401092529297,0.0898979731968471,0.5025333285011583,2.764456476484026,-6.338677951267788,499.5911557539683,302.87214037698413,0.0,2.565926739147266e-05
2021-09-01 07:00:00,14.644307163783505,9.752351379394556,0.3534758431570871,0.17648765019008092,0.12260150909423828,0.5239369638106187,3.134879929678781,-6.281029973711286,515.2162177579365,391.00065476190474,0.0,3.985767917973177e-05
2021-09-01 08:00:00,14.913284737723236,9.268330601283507,0.32354204995291574,0.1852848870413644,0.18038463592529297,0.5435945891741929,3.7092184339250838,-6.413801874433245,532.8597023809524,457.49126984126985,0.0,4.35986689158776e-05
2021-09-01 09:00:00,15.038388279506162,8.678647068568662,0.21241746629987443,0.24814537593296596,0.20815699441092356,0.5148519115963219,4.249189240591867,-6.679003579275949,527.9954761904762,484.8103571428572,0.0,2.8543706451139552e-05
2021-09-01 10:00:00,15.062201799665203,8.127353559221563,0.144550051007952,0.2799748011997768,0.19897924150739396,0.465726874768734,4.558017730712891,-6.814128467014858,538.9184920634921,492.4981349206349,0.0,1.9680708646771964e-05
2021-09-01 11:00:00,15.048310852050806,7.701997375488304,0.13880102975027903,0.28224686213902067,0.18558897290910994,0.4509941594941275,4.784832000732422,-6.894127709524972,553.3277777777778,479.95674603174604,0.0,8.731548275266127e-06
2021-09-01 12:00:00,14.910818263462634,7.337542288643996,0.10649463108607701,0.2898830164756094,0.20263058798653738,0.4529844655522278,5.001226833888462,-6.990440913609096,546.293253968254,431.85738095238094,0.0,1.1787350688660509e-05
2021-09-01 13:00:00,14.566703687395393,7.024974714006719,0.07096454075404576,0.2872573920063327,0.2694800240652902,0.4894581772387027,5.064937182835171,-7.096101897103446,486.17984126984123,340.68611111111113,0.0,2.3151614836283007e-05
2021-09-01 14:00:00,14.06949114118306,7.001448931012858,0.0403357914515904,0.24666704450334823,0.354670660836356,0.4832963751895087,4.781288691929409,-6.935328483581543,383.85456349206345,228.06396825396828,0.0,4.223414829798657e-05
2021-09-01 15:00:00,13.489386858258953,6.928691755022344,0.004329817635672433,0.20677239554268972,0.4019506009561674,0.46992851900202887,4.407536370413644,-6.779526710510254,288.8293253968255,127.52234126984126,0.0,5.237651722771352e-05
2021-09-01 16:00:00,12.937326049804712,6.633326285226027,0.0,0.19250774383544922,0.42065868683026303,0.4764397272041866,3.9203810010637556,-6.641159193856375,161.26952380952375,43.50488095238098,0.0,4.7673604318067656e-05
